"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","Experiment","clumpCenter"
7251,2,2983716,3363635,"totalSV.nir_median_wet_18_fisherPclump",6.20666593020441e-08,7.20714162960627,"totalSV.nir_median",18,"wet","IB005toIB008",3173676
7270,2,422451,422451,"totalSV.nir_median_wet_18_fisherPclump",1.19223774599103e-08,7.92363713261884,"totalSV.nir_median",18,"wet","IB005toIB008",422451
7375,2,3363925,3365911,"totalSV.nir_median_wet_18_fisherPclump",1.5031729645218e-09,8.82299104388716,"totalSV.nir_median",18,"wet","IB005toIB008",3364918
7390,2,427153,427153,"totalSV.nir_median_wet_18_fisherPclump",5.33410500128686e-08,7.27293843952154,"totalSV.nir_median",18,"wet","IB005toIB008",427153
28937,5,40400361,40707302,"totalSV.nir_median_wet_18_fisherPclump",5.21278937146486e-08,7.28292982286861,"totalSV.nir_median",18,"wet","IB005toIB008",40553832
29176,5,40404317,40708233,"totalSV.nir_median_wet_18_fisherPclump",2.83296459694339e-09,8.54775885274684,"totalSV.nir_median",18,"wet","IB005toIB008",40556275
31963,5,43947837,44212482,"totalSV.nir_median_wet_18_fisherPclump",6.93208372846725e-08,7.15913620034478,"totalSV.nir_median",18,"wet","IB005toIB008",44080160
7251,2,2983716,3363635,"totalSV.nir_median_wet_19_fisherPclump",7.94051153648484e-08,7.1001515189436,"totalSV.nir_median",19,"wet","IB005toIB008",3173676
8712,2,3204089,3285690,"totalSV.nir_median_wet_19_fisherPclump",2.25157673918151e-08,7.64751324664236,"totalSV.nir_median",19,"wet","IB005toIB008",3244890
31963,5,43947837,44212482,"totalSV.nir_median_wet_19_fisherPclump",1.27361287804472e-09,8.89496255824689,"totalSV.nir_median",19,"wet","IB005toIB008",44080160
51481,8,33708840,33716159,"totalSV.nir_median_wet_19_fisherPclump",5.6889885854588e-08,7.2449649376116,"totalSV.nir_median",19,"wet","IB005toIB008",33712500
51947,8,33708822,33714489,"totalSV.nir_median_wet_19_fisherPclump",3.07422814201791e-08,7.51226390614567,"totalSV.nir_median",19,"wet","IB005toIB008",33711656
52023,8,33529492,33716108,"totalSV.nir_median_wet_19_fisherPclump",8.26722554446814e-08,7.08264021389252,"totalSV.nir_median",19,"wet","IB005toIB008",33622800
53087,8,35208790,35386167,"totalSV.nir_median_wet_19_fisherPclump",4.34278304830739e-09,8.36223186607327,"totalSV.nir_median",19,"wet","IB005toIB008",35297478
53464,8,34827317,34978593,"totalSV.nir_median_wet_19_fisherPclump",5.56412959872191e-08,7.25460276305197,"totalSV.nir_median",19,"wet","IB005toIB008",34902955
56879,8,35293779,35293779,"totalSV.nir_median_wet_19_fisherPclump",2.81378257615308e-08,7.55070946398196,"totalSV.nir_median",19,"wet","IB005toIB008",35293779
7240,2,4254050,4357786,"totalSV.nir_median_dry_21_fisherPclump",9.80365480891917e-10,9.00861198885416,"totalSV.nir_median",21,"dry","IB005toIB008",4305918
7322,2,4196207,4387099,"totalSV.nir_median_dry_21_fisherPclump",8.66773022048505e-09,8.06209461437783,"totalSV.nir_median",21,"dry","IB005toIB008",4291653
7604,2,4195494,4388970,"totalSV.nir_median_dry_21_fisherPclump",6.72239976759677e-08,7.17247566447902,"totalSV.nir_median",21,"dry","IB005toIB008",4292232
7924,2,4192872,4382912,"totalSV.nir_median_dry_21_fisherPclump",3.52308624351314e-08,7.45307672536164,"totalSV.nir_median",21,"dry","IB005toIB008",4287892
7488,2,3496429,3860349,"totalSV.nir_median_wet_24_fisherPclump",1.11049742784187e-08,7.9544824430366,"totalSV.nir_median",24,"wet","IB005toIB008",3678389
7680,2,3657263,3657263,"totalSV.nir_median_wet_24_fisherPclump",6.21296196353003e-08,7.20670130517967,"totalSV.nir_median",24,"wet","IB005toIB008",3657263
53893,8,36691975,36993271,"transpire.constant.cum_dry_16_fisherPclump",8.12606825392177e-08,7.09011953419062,"transpire.constant.cum",16,"dry","IB005toIB008",36842623
58745,9,16446097,16850829,"transpire.constant.cum_wet_17_fisherPclump",6.08864642442093e-08,7.21547924525594,"transpire.constant.cum",17,"wet","IB005toIB008",16648463
54767,8,3620673,3670678,"tv.hue_circular_mean_wet_10_fisherPclump",5.45341405278949e-08,7.26333152706744,"tv.hue_circular_mean",10,"wet","IB005toIB008",3645676
9548,2,46892821,46900146,"tv.hue_circular_mean_wet_11_fisherPclump",1.16764848658703e-08,7.93268787923731,"tv.hue_circular_mean",11,"wet","IB005toIB008",46896484
55324,8,3432616,3436285,"tv.hue_circular_mean_wet_11_fisherPclump",2.35472694517804e-08,7.62805944652991,"tv.hue_circular_mean",11,"wet","IB005toIB008",3434450
53756,8,8112624,8129030,"tv.hue_circular_mean_wet_12_fisherPclump",2.80721004824639e-08,7.55172509025783,"tv.hue_circular_mean",12,"wet","IB005toIB008",8120827
7376,2,2757620,2805421,"tv.hue_circular_mean_wet_13_fisherPclump",3.93399497443043e-08,7.40516619921549,"tv.hue_circular_mean",13,"wet","IB005toIB008",2781520
7956,2,11986683,12415741,"tv.hue_circular_mean_wet_13_fisherPclump",1.23738846795457e-08,7.90749393577604,"tv.hue_circular_mean",13,"wet","IB005toIB008",12201212
8124,2,12104779,12538849,"tv.hue_circular_mean_wet_13_fisherPclump",8.23585189237990e-09,8.0842914720225,"tv.hue_circular_mean",13,"wet","IB005toIB008",12321814
9304,2,12152596,12420036,"tv.hue_circular_mean_wet_13_fisherPclump",1.10033352525892e-08,7.95847565463756,"tv.hue_circular_mean",13,"wet","IB005toIB008",12286316
9534,2,12150993,12415713,"tv.hue_circular_mean_wet_13_fisherPclump",1.47052643951885e-09,8.83252716263334,"tv.hue_circular_mean",13,"wet","IB005toIB008",12283353
10056,2,12342008,12378985,"tv.hue_circular_mean_wet_13_fisherPclump",4.56882153658942e-09,8.34019580565367,"tv.hue_circular_mean",13,"wet","IB005toIB008",12360496
12595,2,12346380,12348706,"tv.hue_circular_mean_wet_13_fisherPclump",3.2548325904773e-08,7.48747134408554,"tv.hue_circular_mean",13,"wet","IB005toIB008",12347543
28997,5,6857973,6968294,"tv.hue_circular_mean_wet_13_fisherPclump",4.59766674537297e-08,7.33746251107691,"tv.hue_circular_mean",13,"wet","IB005toIB008",6913134
31405,5,36865612,36865612,"tv.hue_circular_mean_wet_13_fisherPclump",9.58674310126723e-09,8.01832891038786,"tv.hue_circular_mean",13,"wet","IB005toIB008",36865612
7376,2,2757620,2805421,"tv.hue_circular_mean_wet_14_fisherPclump",7.02823815758151e-08,7.15315353050471,"tv.hue_circular_mean",14,"wet","IB005toIB008",2781520
7956,2,11986683,12415741,"tv.hue_circular_mean_wet_14_fisherPclump",7.17114484622645e-08,7.14441150532124,"tv.hue_circular_mean",14,"wet","IB005toIB008",12201212
16248,3,19995636,20000656,"tv.hue_circular_mean_wet_14_fisherPclump",1.4026021614129e-08,7.853065496188,"tv.hue_circular_mean",14,"wet","IB005toIB008",19998146
23429,4,2109289,2201010,"tv.hue_circular_mean_wet_14_fisherPclump",6.5291990478376e-08,7.18514009138025,"tv.hue_circular_mean",14,"wet","IB005toIB008",2155150
23500,4,2118592,2140037,"tv.hue_circular_mean_wet_14_fisherPclump",4.65238119152045e-08,7.33232470869175,"tv.hue_circular_mean",14,"wet","IB005toIB008",2129314
24001,4,2148696,2163569,"tv.hue_circular_mean_wet_14_fisherPclump",9.72342970630485e-08,7.01218052110266,"tv.hue_circular_mean",14,"wet","IB005toIB008",2156132
24123,4,2126490,2198550,"tv.hue_circular_mean_wet_14_fisherPclump",6.86889158725328e-09,8.16311333810446,"tv.hue_circular_mean",14,"wet","IB005toIB008",2162520
24642,4,2167169,2167169,"tv.hue_circular_mean_wet_14_fisherPclump",7.89099881427477e-08,7.1028680218763,"tv.hue_circular_mean",14,"wet","IB005toIB008",2167169
26805,4,2197664,2197664,"tv.hue_circular_mean_wet_14_fisherPclump",2.67497837111191e-08,7.57267972517349,"tv.hue_circular_mean",14,"wet","IB005toIB008",2197664
28939,5,6390525,6603504,"tv.hue_circular_mean_wet_14_fisherPclump",1.05713212895033e-08,7.97587072765209,"tv.hue_circular_mean",14,"wet","IB005toIB008",6497014
29005,5,6581422,6911992,"tv.hue_circular_mean_wet_14_fisherPclump",4.10033021066058e-08,7.38718116696488,"tv.hue_circular_mean",14,"wet","IB005toIB008",6746707
30809,5,3443173,3444057,"tv.hue_circular_mean_wet_14_fisherPclump",7.98462620288283e-08,7.09774541037399,"tv.hue_circular_mean",14,"wet","IB005toIB008",3443615
33648,5,7415671,7666669,"tv.hue_circular_mean_wet_14_fisherPclump",5.46155665579489e-08,7.26268355680641,"tv.hue_circular_mean",14,"wet","IB005toIB008",7541170
37375,6,34516978,34825432,"tv.hue_circular_mean_wet_14_fisherPclump",1.8378040306472e-08,7.7357008003199,"tv.hue_circular_mean",14,"wet","IB005toIB008",34671205
37916,6,34431461,34537751,"tv.hue_circular_mean_wet_14_fisherPclump",4.72094919892751e-09,8.32597067288884,"tv.hue_circular_mean",14,"wet","IB005toIB008",34484606
39173,6,34444013,34822067,"tv.hue_circular_mean_wet_14_fisherPclump",7.84509891981891e-08,7.10540157596989,"tv.hue_circular_mean",14,"wet","IB005toIB008",34633040
7227,2,178348,400138,"tv.hue_circular_mean_wet_15_fisherPclump",2.90037441025401e-09,8.53754593526949,"tv.hue_circular_mean",15,"wet","IB005toIB008",289243
7295,2,2758017,2810612,"tv.hue_circular_mean_wet_15_fisherPclump",2.96812395569679e-08,7.52751796587583,"tv.hue_circular_mean",15,"wet","IB005toIB008",2784314
7376,2,2757620,2805421,"tv.hue_circular_mean_wet_15_fisherPclump",9.60062873785813e-08,7.01770032441449,"tv.hue_circular_mean",15,"wet","IB005toIB008",2781520
23508,4,2183180,2190447,"tv.hue_circular_mean_wet_15_fisherPclump",5.82424546497808e-08,7.23476032980783,"tv.hue_circular_mean",15,"wet","IB005toIB008",2186814
23603,4,2202041,2202943,"tv.hue_circular_mean_wet_15_fisherPclump",6.78339865007884e-08,7.16855265935514,"tv.hue_circular_mean",15,"wet","IB005toIB008",2202492
28795,5,35549069,36037904,"tv.hue_circular_mean_wet_15_fisherPclump",3.15127513746052e-08,7.5015136769706,"tv.hue_circular_mean",15,"wet","IB005toIB008",35793486
28926,5,6947657,6967313,"tv.hue_circular_mean_wet_15_fisherPclump",3.90077059103637e-08,7.40884959031283,"tv.hue_circular_mean",15,"wet","IB005toIB008",6957485
28997,5,6857973,6968294,"tv.hue_circular_mean_wet_15_fisherPclump",2.58716079918771e-08,7.5871765778433,"tv.hue_circular_mean",15,"wet","IB005toIB008",6913134
29013,5,6795065,6969484,"tv.hue_circular_mean_wet_15_fisherPclump",7.1847845447423e-08,7.14358625083282,"tv.hue_circular_mean",15,"wet","IB005toIB008",6882274
29716,5,33503770,33750964,"tv.hue_circular_mean_wet_15_fisherPclump",4.15759682573153e-08,7.38115762776298,"tv.hue_circular_mean",15,"wet","IB005toIB008",33627367
7227,2,178348,400138,"tv.hue_circular_mean_wet_16_fisherPclump",8.98821640031404e-11,10.0463264800523,"tv.hue_circular_mean",16,"wet","IB005toIB008",289243
7230,2,405722,405722,"tv.hue_circular_mean_wet_16_fisherPclump",1.23169628713587e-08,7.90949636772497,"tv.hue_circular_mean",16,"wet","IB005toIB008",405722
7295,2,2758017,2810612,"tv.hue_circular_mean_wet_16_fisherPclump",6.5025219018735e-08,7.18691817633366,"tv.hue_circular_mean",16,"wet","IB005toIB008",2784314
13113,2,43888574,44024188,"tv.hue_circular_mean_wet_16_fisherPclump",1.15247184450512e-08,7.93836967585192,"tv.hue_circular_mean",16,"wet","IB005toIB008",43956381
28811,5,2055752,2373429,"tv.hue_circular_mean_wet_16_fisherPclump",5.08601856667892e-08,7.29362205875105,"tv.hue_circular_mean",16,"wet","IB005toIB008",2214590
28903,5,2067413,2327346,"tv.hue_circular_mean_wet_16_fisherPclump",6.22024248581045e-08,7.20619268473093,"tv.hue_circular_mean",16,"wet","IB005toIB008",2197380
29586,5,2275153,2316768,"tv.hue_circular_mean_wet_16_fisherPclump",8.54595608515274e-09,8.06823934320907,"tv.hue_circular_mean",16,"wet","IB005toIB008",2295960
32280,5,44067733,44401681,"tv.hue_circular_mean_wet_16_fisherPclump",8.81527069080003e-08,7.05476434726531,"tv.hue_circular_mean",16,"wet","IB005toIB008",44234707
53593,8,36814365,36815324,"tv.hue_circular_mean_wet_16_fisherPclump",3.80575109401466e-08,7.41955961910492,"tv.hue_circular_mean",16,"wet","IB005toIB008",36814844
53692,8,36814453,36821860,"tv.hue_circular_mean_wet_16_fisherPclump",2.04255530907737e-08,7.68982617464775,"tv.hue_circular_mean",16,"wet","IB005toIB008",36818156
7227,2,178348,400138,"tv.hue_circular_mean_wet_17_fisherPclump",1.91038440794859e-11,10.7188792351328,"tv.hue_circular_mean",17,"wet","IB005toIB008",289243
7230,2,405722,405722,"tv.hue_circular_mean_wet_17_fisherPclump",1.11400008610482e-08,7.9531147755942,"tv.hue_circular_mean",17,"wet","IB005toIB008",405722
7295,2,2758017,2810612,"tv.hue_circular_mean_wet_17_fisherPclump",1.86297166745808e-08,7.7297937499133,"tv.hue_circular_mean",17,"wet","IB005toIB008",2784314
13113,2,43888574,44024188,"tv.hue_circular_mean_wet_17_fisherPclump",3.47706891326387e-10,9.45878670179484,"tv.hue_circular_mean",17,"wet","IB005toIB008",43956381
15061,2,43942781,43942781,"tv.hue_circular_mean_wet_17_fisherPclump",3.96365228502993e-08,7.40190445139069,"tv.hue_circular_mean",17,"wet","IB005toIB008",43942781
28794,5,43311911,43743683,"tv.hue_circular_mean_wet_17_fisherPclump",1.08405643471838e-08,7.96494810834301,"tv.hue_circular_mean",17,"wet","IB005toIB008",43527797
28863,5,43460836,43672806,"tv.hue_circular_mean_wet_17_fisherPclump",7.69554623246742e-08,7.1137605483696,"tv.hue_circular_mean",17,"wet","IB005toIB008",43566821
29338,5,43326567,43557554,"tv.hue_circular_mean_wet_17_fisherPclump",3.33715555474148e-08,7.47662354911646,"tv.hue_circular_mean",17,"wet","IB005toIB008",43442060
30059,5,43555067,43563526,"tv.hue_circular_mean_wet_17_fisherPclump",9.06091996893421e-09,8.04282770550772,"tv.hue_circular_mean",17,"wet","IB005toIB008",43559296
43001,7,31157226,31164709,"tv.hue_circular_mean_wet_17_fisherPclump",5.17596534814523e-08,7.2860086398277,"tv.hue_circular_mean",17,"wet","IB005toIB008",31160968
43147,7,365690,365726,"tv.hue_circular_mean_wet_17_fisherPclump",8.25045823295463e-08,7.08352192993286,"tv.hue_circular_mean",17,"wet","IB005toIB008",365708
7230,2,405722,405722,"tv.hue_circular_mean_dry_18_fisherPclump",7.73808422288436e-08,7.11136654763947,"tv.hue_circular_mean",18,"dry","IB005toIB008",405722
7256,2,263082,300211,"tv.hue_circular_mean_dry_18_fisherPclump",4.96520458257441e-08,7.30406285245507,"tv.hue_circular_mean",18,"dry","IB005toIB008",281646
52262,8,8720765,8743436,"tv.hue_circular_mean_dry_18_fisherPclump",9.84174125396094e-08,7.00692805704773,"tv.hue_circular_mean",18,"dry","IB005toIB008",8732100
7227,2,178348,400138,"tv.hue_circular_mean_wet_18_fisherPclump",6.02774642556565e-12,11.2198450258156,"tv.hue_circular_mean",18,"wet","IB005toIB008",289243
7230,2,405722,405722,"tv.hue_circular_mean_wet_18_fisherPclump",6.14285502338339e-10,9.21162973427959,"tv.hue_circular_mean",18,"wet","IB005toIB008",405722
10195,2,2307762,2307836,"tv.hue_circular_mean_wet_18_fisherPclump",3.40131568088402e-08,7.46835305871602,"tv.hue_circular_mean",18,"wet","IB005toIB008",2307799
13113,2,43888574,44024188,"tv.hue_circular_mean_wet_18_fisherPclump",4.87492040239926e-09,8.31203247105898,"tv.hue_circular_mean",18,"wet","IB005toIB008",43956381
15061,2,43942781,43942781,"tv.hue_circular_mean_wet_18_fisherPclump",9.715857658789e-09,8.01251885640862,"tv.hue_circular_mean",18,"wet","IB005toIB008",43942781
28780,5,42981386,43394588,"tv.hue_circular_mean_wet_18_fisherPclump",2.09506671286534e-08,7.67880214330962,"tv.hue_circular_mean",18,"wet","IB005toIB008",43187987
28794,5,43311911,43743683,"tv.hue_circular_mean_wet_18_fisherPclump",2.83726673367998e-11,10.5470998339186,"tv.hue_circular_mean",18,"wet","IB005toIB008",43527797
28798,5,43276967,43277011,"tv.hue_circular_mean_wet_18_fisherPclump",2.52225642335359e-09,8.59821076328773,"tv.hue_circular_mean",18,"wet","IB005toIB008",43276989
28856,5,42894920,43331973,"tv.hue_circular_mean_wet_18_fisherPclump",6.43745212477256e-08,7.19128598777979,"tv.hue_circular_mean",18,"wet","IB005toIB008",43113446
28863,5,43460836,43672806,"tv.hue_circular_mean_wet_18_fisherPclump",1.58569025483566e-09,8.79978164284016,"tv.hue_circular_mean",18,"wet","IB005toIB008",43566821
28870,5,43118990,43215633,"tv.hue_circular_mean_wet_18_fisherPclump",1.51704348979431e-08,7.81900196891204,"tv.hue_circular_mean",18,"wet","IB005toIB008",43167312
28914,5,43215505,43326496,"tv.hue_circular_mean_wet_18_fisherPclump",2.41758143925063e-09,8.61661888724644,"tv.hue_circular_mean",18,"wet","IB005toIB008",43271000
29078,5,43334690,43516102,"tv.hue_circular_mean_wet_18_fisherPclump",1.08953621029422e-08,7.96275833157684,"tv.hue_circular_mean",18,"wet","IB005toIB008",43425396
29152,5,43705637,43813329,"tv.hue_circular_mean_wet_18_fisherPclump",1.07948226930762e-08,7.96678448663693,"tv.hue_circular_mean",18,"wet","IB005toIB008",43759483
29338,5,43326567,43557554,"tv.hue_circular_mean_wet_18_fisherPclump",1.09475320954784e-09,8.96068377288909,"tv.hue_circular_mean",18,"wet","IB005toIB008",43442060
30059,5,43555067,43563526,"tv.hue_circular_mean_wet_18_fisherPclump",3.81425928028704e-10,9.41858978843458,"tv.hue_circular_mean",18,"wet","IB005toIB008",43559296
30462,5,43688169,43695795,"tv.hue_circular_mean_wet_18_fisherPclump",2.90623164798866e-08,7.53666977220121,"tv.hue_circular_mean",18,"wet","IB005toIB008",43691982
30557,5,43540170,43707595,"tv.hue_circular_mean_wet_18_fisherPclump",3.12410936238174e-08,7.5052737716425,"tv.hue_circular_mean",18,"wet","IB005toIB008",43623882
30809,5,3443173,3444057,"tv.hue_circular_mean_wet_18_fisherPclump",1.18037901006385e-08,7.92797852188853,"tv.hue_circular_mean",18,"wet","IB005toIB008",3443615
32280,5,44067733,44401681,"tv.hue_circular_mean_wet_18_fisherPclump",8.00408926589786e-08,7.09668807652375,"tv.hue_circular_mean",18,"wet","IB005toIB008",44234707
37916,6,34431461,34537751,"tv.hue_circular_mean_wet_18_fisherPclump",4.84020627092877e-08,7.31513613000491,"tv.hue_circular_mean",18,"wet","IB005toIB008",34484606
43001,7,31157226,31164709,"tv.hue_circular_mean_wet_18_fisherPclump",1.53971657420027e-09,8.8125592152604,"tv.hue_circular_mean",18,"wet","IB005toIB008",31160968
44048,7,33643061,33644105,"tv.hue_circular_mean_wet_18_fisherPclump",2.9817171477182e-08,7.52553355706394,"tv.hue_circular_mean",18,"wet","IB005toIB008",33643583
44412,7,31351110,31351151,"tv.hue_circular_mean_wet_18_fisherPclump",4.03788697406313e-08,7.39384584171424,"tv.hue_circular_mean",18,"wet","IB005toIB008",31351130
44831,7,33642987,33644005,"tv.hue_circular_mean_wet_18_fisherPclump",9.05879054936419e-08,7.04292978166089,"tv.hue_circular_mean",18,"wet","IB005toIB008",33643496
770,1,36190139,36429325,"tv.hue_circular_mean_dry_19_fisherPclump",7.26404002586078e-09,8.13882177145798,"tv.hue_circular_mean",19,"dry","IB005toIB008",36309732
7227,2,178348,400138,"tv.hue_circular_mean_dry_19_fisherPclump",4.85900417066667e-08,7.31345272816549,"tv.hue_circular_mean",19,"dry","IB005toIB008",289243
7256,2,263082,300211,"tv.hue_circular_mean_dry_19_fisherPclump",2.23263574444507e-08,7.65118212649485,"tv.hue_circular_mean",19,"dry","IB005toIB008",281646
397,1,5601322,5669573,"tv.hue_circular_mean_wet_19_fisherPclump",7.11574882648262e-08,7.14777939015498,"tv.hue_circular_mean",19,"wet","IB005toIB008",5635448
5903,1,24426419,24512619,"tv.hue_circular_mean_wet_19_fisherPclump",1.07162426099456e-08,7.96995746275999,"tv.hue_circular_mean",19,"wet","IB005toIB008",24469519
7227,2,178348,400138,"tv.hue_circular_mean_wet_19_fisherPclump",9.44069656227191e-10,9.02499596099954,"tv.hue_circular_mean",19,"wet","IB005toIB008",289243
13113,2,43888574,44024188,"tv.hue_circular_mean_wet_19_fisherPclump",9.37769420756626e-08,7.0279039330529,"tv.hue_circular_mean",19,"wet","IB005toIB008",43956381
15061,2,43942781,43942781,"tv.hue_circular_mean_wet_19_fisherPclump",1.53154438259539e-08,7.81487041326356,"tv.hue_circular_mean",19,"wet","IB005toIB008",43942781
